zcta,Accessory Apartments Banned,No Flexible Zoning By Right,No Flexible Zoning By Permit,Affordable Incentive,Affordable Mandate,Zoning District Count,Permit Cap Or Phasing,Wetlands Restricted in Lot Size Calc,Longest Frontage Requirement,Highest Res Min Lot Size,Mean Res Min Lot Size,Lowest Res Min Lot Size,Mandatory Approval Steps,Distinct Approval Bodies,Public Hearing Requirements,Max Review Waiting Time,Multifamily Not Allowed,No Mixed-Use Buildings,No Conversion to Multifamily,Townhouses Not Allowed,Age-Restricted Provisions,First_PC,Second_PC,Third_PC,Overall_Index
01012,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,200.0,87120.0,87120.0,87120.0,5.0,4.0,1.0,205.0,1.0,0.0,0.0,0.0,1.0,1.984756164579115,6.053290610384651,-0.9837421745285849,17.18537119476548
01013,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,100.0,10000.0,9166.666666666666,7500.0,5.0,2.0,0.0,221.0,1.0,1.0,0.0,1.0,0.0,-0.4027578153012407,-1.018472929939103,0.04927064491450069,-4.188450337571671
01020,0.0,0.0,1.0,0.0,0.0,14.002809393459156,0.0,0.0,100.0,10000.0,9164.481582865099,7497.190606540844,4.99812707102723,2.0028093934591555,0.0,221.02247514767325,1.0,0.9990635355136147,0.0009364644863852471,1.0,0.0009364644863852471,-0.4024198583848246,-1.018560990953152,0.048546247204197174,-4.188147520809337
01022,0.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,100.0,10000.0,9166.666666666666,7500.0,5.0,2.0,0.0,221.0,1.0,1.0,0.0,1.0,0.0,-0.4027578153012407,-1.018472929939103,0.04927064491450069,-4.188450337571671
01026,0.04639175257731959,0.0,0.003436426116838488,0.003436426116838488,0.0,5.077319587628866,0.03436426116838488,0.0,190.54982817869416,80009.69072164949,53346.030927835054,21068.96907216495,5.816151202749141,2.90893470790378,0.18384879725085912,197.14776632302406,0.10652920962199312,0.0,0.0,0.0,0.003436426116838488,-2.6672540646174,4.625558255615141,0.10024320288886893,11.71511601816989
01027,0.9132907719094603,0.0,1.0,1.0,0.9110853163087638,16.78827626233314,0.9132907719094603,0.00220545560069646,109.4956471271039,77288.45037724898,31319.278390404324,8904.120719674986,5.0,2.0845037724898434,1.0,432.5662217063262,1.0,0.9132907719094603,0.0,0.9132907719094603,0.9977945443993036,4.359248926693387,1.2310789995103502,1.9259275744386586,11.799424125662688
01028,0.0,0.0,1.0,0.0,0.0,14.004253978257445,0.0,0.9985820072475186,199.85820072475184,39957.460217425556,22477.784780211125,9992.201039861351,3.9985820072475184,3.002835985504963,0.9985820072475186,155.12761934772334,1.0,0.0,0.0014179927524814874,1.0,1.0,0.6235658661988188,1.0183920245654552,0.012429068350420496,5.7070121184147125
01029,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,150.0,43560.0,31780.0,20000.0,4.0,5.0,1.0,59.0,1.0,0.0,0.0,1.0,0.0,-0.4037149802897331,0.8567835050578637,-0.5564137389269221,-1.274168013994051
01030,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,125.0,20000.0,16000.0,12000.0,7.0,4.0,1.0,151.0,1.0,0.0,0.0,0.0,1.0,-0.44008642931395064,0.9443504419844045,-0.649472120224242,2.891717418563875
01031,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,200.0,60000.0,40000.0,20000.0,7.0,3.0,1.0,263.0,1.0,0.0,0.0,1.0,1.0,1.175944697302804,2.288079780467672,0.1806764774634908,9.751849661892553
01032,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,200.0,87120.0,87120.0,87120.0,6.0,3.0,1.0,180.0,1.0,0.0,1.0,0.0,0.0,-0.7504870451121856,5.69800918638358,-2.171786241479448,8.98122805349236
01033,0.0,0.0,1.0,0.0,0.0,13.0,0.0,0.0,150.0,40000.0,40000.0,40000.0,4.0,3.0,1.0,195.0,1.0,0.0,0.0,0.0,1.0,-0.3337272865350162,2.497012002875941,0.1347105140783133,8.62602566228795
01034,0.56282722513089,0.0,0.0,0.0,0.0,3.0034904013961605,0.9982547993019197,0.0017452006980802793,112.73996509598604,24839.650959860384,24789.808027923213,24739.965095986037,5.006980802792321,3.5593368237347294,0.43717277486910994,239.78184991273997,0.0017452006980802793,0.0,0.0,0.0017452006980802793,0.0,-1.9433475323845482,4.662402542495543,0.24764375044943004,13.49436254743151
01035,1.0,0.0,0.0,1.0,1.0,15.0,0.0,0.0,175.0,40000.0,30500.0,22500.0,9.0,3.0,1.0,190.0,1.0,0.0,1.0,0.0,1.0,2.155033753502621,3.393382419390414,2.867114175077137,14.782229289911902
01036,0.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,200.0,60000.0,50000.0,40000.0,6.0,3.0,1.0,215.0,1.0,1.0,0.0,1.0,1.0,1.216967400616658,2.415180026487728,-1.535071872850135,8.2985506707451
01037,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,200.0,60000.0,40000.0,20000.0,7.0,3.0,1.0,263.0,1.0,0.0,0.0,1.0,1.0,1.175944697302804,2.288079780467672,0.1806764774634908,9.751849661892553
01038,0.0,1.0,1.0,1.0,0.0,11.0,0.0,0.0,200.0,60000.0,50000.0,45000.0,5.0,2.0,1.0,215.0,1.0,1.0,0.0,1.0,1.0,2.682674172660487,2.624163520758003,-1.267707934044481,6.129580522826553
01039,0.9914163090128756,0.008583690987124463,0.2145922746781116,0.2145922746781116,0.0,5.463519313304721,0.0,0.0,220.60085836909872,68047.21030042919,62467.811158798286,59678.111587982836,5.785407725321888,3.776824034334764,1.0,305.3733905579399,1.0,0.7939914163090128,0.20600858369098712,1.0,0.2145922746781116,0.6363146543771634,3.8561347071697827,-1.7051359870018608,7.972892457490702
01040,1.0,0.0,1.0,0.0,0.0,22.0,0.0,0.0,0.0,20000.0,11350.0,6000.0,5.0,2.0,1.0,266.0,1.0,1.0,0.0,1.0,1.0,1.370688850286508,-0.885275219976794,0.1835012277825511,-0.7413500632291827
01050,0.8456486042692939,0.0,0.9178981937602627,0.0,0.0,9.215106732348112,0.04351395730706076,0.0,288.9162561576355,128559.73727422004,73666.98960043787,25900.95238095238,6.865353037766831,3.116584564860427,0.8891625615763546,366.2413793103448,0.8891625615763546,0.0722495894909688,0.0,0.0,0.05993431855500821,0.11422588308582725,3.53397517423099,-1.6111459996401296,8.689067000053445
01053,1.0,0.0,1.0,1.0,0.0,19.0,1.0,1.0,75.0,30000.0,14000.0,6000.0,5.0,1.0,1.0,112.0,1.0,1.0,0.0,1.0,0.0,2.40978437243597,-0.2822703706255598,0.7244168284339207,1.551036823946901
01054,0.9975874547647768,0.0,1.0,0.9975874547647768,0.0,8.99276236429433,0.9975874547647768,0.0,299.63811821471654,59932.44873341375,49942.09891435465,39951.749095295534,4.0,3.9975874547647767,1.0,214.8552472858866,1.0,0.0,0.0024125452352231603,0.0,0.0,1.5687787030784301,4.415434497868823,-0.8667359598620042,12.823887833813673
01056,1.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,90.0,40000.0,21250.0,15000.0,5.0,2.0,0.0,155.0,1.0,1.0,0.0,0.0,1.0,-1.036992306577329,0.4962565646086983,0.9105436512301658,-0.4212227559848778
01057,0.9808935094127564,0.0,0.9808935094127564,0.0,0.0,11.808935094127564,1.0,1.0,199.04467547063783,58853.61056476538,39235.74037651026,19617.87018825513,5.980893509412756,3.0191064905872436,1.0,174.22253441978083,1.0,0.9808935094127564,0.9808935094127564,0.9808935094127564,0.9808935094127564,2.9356764782526548,1.999732045207433,-1.9670624177342444,5.793013972339135
01060,1.0,0.0,1.0,1.0,0.0,19.0,1.0,1.0,75.0,30000.0,14000.0,6000.0,5.0,1.0,1.0,112.0,1.0,1.0,0.0,1.0,0.0,2.4097843724359707,-0.2822703706255598,0.7244168284339207,1.551036823946901
01062,1.0,0.0,1.0,1.0,0.0,19.0,1.0,1.0,75.0,30000.0,14000.0,6000.0,5.0,1.0,1.0,112.0,1.0,1.0,0.0,1.0,0.0,2.40978437243597,-0.2822703706255598,0.7244168284339207,1.551036823946901
01063,1.0,0.0,1.0,1.0,0.0,19.0,1.0,1.0,75.0,30000.0,14000.0,6000.0,5.0,1.0,1.0,112.0,1.0,1.0,0.0,1.0,0.0,2.40978437243597,-0.2822703706255598,0.7244168284339207,1.551036823946901
01066,0.0,1.0,1.0,1.0,0.0,11.0,0.0,0.0,200.0,60000.0,50000.0,45000.0,5.0,2.0,1.0,215.0,1.0,1.0,0.0,1.0,1.0,2.682674172660487,2.624163520758003,-1.267707934044481,6.129580522826553
01068,0.0,0.0,0.0,0.0,0.0,0.1593625498007968,0.9800796812749004,0.0,298.00796812749,428516.3346613546,763.6122177954849,298.804780876494,3.0796812749003983,2.960159362549801,0.0199203187250996,428.48605577689244,0.0199203187250996,0.0,0.0,0.0,0.0,-1.3270246433856927,5.17372681106544,-0.2992013800649738,17.176853827936053
01069,1.0,0.0017907393195190585,1.0,0.0,0.0,14.951650038372986,0.016116653875671526,0.998209260680481,72.32796111537478,59964.18521360962,44902.10625053296,29806.60015349194,5.016116653875671,2.0161166538756716,1.0,263.30775134305446,1.0,1.0,0.017907393195190587,1.0,1.0,2.0109620521333547,1.3791079066020773,-0.8762241398584735,4.246076330920884
01070,0.8882521489971347,0.0,0.0,0.0,0.0,0.8882521489971347,0.0,0.0,266.4756446991404,116076.79083094555,116076.79083094555,0.0,8.329512893982807,3.7765042979942693,1.0,302.0057306590258,0.11174785100286533,0.0,0.0,0.0,0.0,-1.719122222466352,5.673498837979933,-0.5340248260814021,15.358591162052736
01071,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,200.0,87120.0,51060.0,15000.0,5.0,3.0,0.0,195.0,0.0,0.0,0.0,0.0,1.0,-2.264090691575158,4.403363543380427,0.6562051121009144,12.60158520364861
01072,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,250.0,90000.0,90000.0,0.0,5.0,5.0,1.0,270.0,0.0,0.0,0.0,1.0,0.0,0.6480030865522207,5.089843517238944,-0.06347493770171402,17.17447779095927
01073,0.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,50.0,60000.0,43333.33333333334,30000.0,4.0,2.0,0.0,135.0,1.0,0.0,0.0,1.0,0.0,-0.1292451659023567,1.598960365894075,-0.6302791392068944,2.636676876280183
01074,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,200.0,80000.0,38333.33333333334,15000.0,7.0,1.0,1.0,354.0,1.0,0.0,0.0,0.0,0.0,-1.254115033774777,3.211963739149153,1.021991395002692,10.3189824978318
01075,0.0,0.0,1.0,0.9997312189221879,0.0,13.999731218922188,0.9997312189221879,0.0,150.0,87107.33503561349,54276.161806208846,25004.03171616718,4.0,3.0,1.0,229.99059266227658,1.0,0.0,0.0,0.9997312189221879,1.0,1.9008153444186493,1.8544600867722518,0.4360878455221169,10.866796394046714
01077,0.00024295432458697764,0.0,1.0,0.0,0.0,14.999514091350827,0.999757045675413,0.00024295432458697764,150.0,179963.55685131197,107478.13411078717,29995.14091350826,7.9987852283770655,2.000242954324587,0.0,154.98420796890184,1.0,0.00024295432458697764,0.00024295432458697764,1.0,1.0,0.5965252715141452,1.7914498956925304,-1.01637897494699,8.214044036619867
01079,1.0,0.0,1.0,0.0,0.0,15.0,0.0,1.0,70.0,60000.0,45000.0,30000.0,5.0,2.0,1.0,265.0,1.0,1.0,0.0,1.0,1.0,1.994393953222377,1.371709912930416,-0.8565094108861739,4.242606838745773
01080,1.0,0.0,1.0,0.0,0.0,15.0,0.0,1.0,70.0,60000.0,45000.0,30000.0,5.0,2.0,1.0,265.0,1.0,1.0,0.0,1.0,1.0,1.9943939532223771,1.371709912930416,-0.8565094108861739,4.242606838745773
01081,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,150.0,0.0,0.0,0.0,5.0,4.0,1.0,391.0,1.0,0.0,0.0,0.0,0.0,-0.7091013214547675,3.462536494847263,-0.3412085748361774,14.55787774770568
01082,0.9572925060435133,0.9564867042707494,1.0,0.0427074939564867,0.0,14.61563255439162,0.0,0.0008058017727639,199.89524576954068,40870.26591458501,35540.424388933665,12356.164383561643,5.085414987912974,2.042707493956487,1.0,178.83078162771957,1.0,0.9572925060435133,0.9564867042707494,1.0,1.0,2.0948772266794498,0.20136171126662428,-1.509746837782609,-5.545753553447943
01083,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,150.0,45000.0,30000.0,15000.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3193216359080018,2.140700853846623,-0.6477355744354055,3.747402012511482
01084,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,200.0,87120.0,87120.0,87120.0,5.0,4.0,1.0,205.0,1.0,0.0,0.0,0.0,1.0,1.984756164579115,6.053290610384651,-0.9837421745285848,17.18537119476548
01085,0.9826401025282535,0.0,0.9826401025282535,0.0,0.0,12.791681230339043,0.017359897471746474,0.9826401025282535,152.60398462076196,30991.59734358616,18708.59606198299,11338.795293021089,3.1041593848304787,3.0,0.017359897471746474,91.89222882442037,1.0,0.9826401025282535,0.9826401025282535,0.9826401025282535,1.0,1.3844239571787154,-0.031124351891987,-1.0474342023960201,-5.084592917095275
01088,0.0,1.0,1.0,1.0,0.0,11.0,0.0,0.0,200.0,60000.0,50000.0,45000.0,5.0,2.0,1.0,215.0,1.0,1.0,0.0,1.0,1.0,2.682674172660487,2.624163520758003,-1.267707934044481,6.129580522826553
01089,0.0,0.0,1.0,0.0,0.0,24.0,1.0,0.0,90.0,30000.0,17000.0,10000.0,5.0,2.0,1.0,260.0,1.0,1.0,0.0,1.0,0.0,0.4109283709608971,-1.007375330420494,-0.18071522973431234,1.030173866744892
01092,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,150.0,45000.0,30000.0,15000.0,7.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-0.3193216359080018,2.140700853846623,-0.6477355744354055,3.747402012511482
01093,1.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,300.0,80000.0,53333.33333333334,40000.0,5.0,3.0,1.0,200.0,1.0,0.0,1.0,1.0,1.0,2.772738958169302,3.93214999091263,-0.938082284959137,8.07050335998116
01094,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,200.0,60000.0,40000.0,20000.0,7.0,3.0,1.0,263.0,1.0,0.0,0.0,1.0,1.0,1.175944697302804,2.288079780467672,0.1806764774634908,9.751849661892553
01095,1.0,0.0,1.0,0.0,0.0,13.012871803791963,0.0,0.00643590189598191,199.16333275352235,60000.0,35064.35901895982,15096.538528439729,4.006435901895982,4.980692294312054,0.00643590189598191,190.48269264219866,1.0,1.0,0.0,1.0,1.0,1.4802227008747064,1.023303785565466,-2.0029418539627564,2.0609619860970456
01096,0.7436115843270868,0.0,0.4488926746166951,0.17717206132879046,0.0,3.0425894378194207,0.0,0.015332197614991482,203.0664395229983,74929.50596252129,74929.50596252129,74929.50596252129,5.838160136286201,3.7282793867120954,0.9846678023850085,269.3611584327087,1.0,0.551107325383305,0.2563884156729131,0.551107325383305,0.17717206132879046,0.1978724166655721,4.768996526575042,-1.837209198614322,9.964000189579851
01097,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,200.0,87120.0,51060.0,15000.0,5.0,3.0,0.0,195.0,0.0,0.0,0.0,0.0,1.0,-2.264090691575158,4.403363543380427,0.6562051121009144,12.60158520364861
01098,0.0,0.0,0.0,0.0,0.0,4.00658978583196,0.9967051070840197,0.0,399.3410214168039,87120.0,87012.35584843492,86904.71169686985,6.0,2.00329489291598,0.9967051070840197,114.34266886326195,0.0,0.0,0.0,0.0,0.0,-0.9643134032128425,9.042765691625151,-0.9890312928620146,25.012437247372162
01103,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,100.0,10000.0,6833.333333333333,4500.0,3.0,5.0,0.0,245.0,1.0,0.0,1.0,1.0,1.0,-0.04187182194049887,-1.112508545094935,-0.7242746638880719,-3.865088622593543
01104,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,100.0,10000.0,6833.333333333333,4500.0,3.0,5.0,0.0,245.0,1.0,0.0,1.0,1.0,1.0,-0.04187182194049887,-1.112508545094935,-0.7242746638880718,-3.865088622593543
01105,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,100.0,10000.0,6833.333333333333,4500.0,3.0,5.0,0.0,245.0,1.0,0.0,1.0,1.0,1.0,-0.04187182194049887,-1.112508545094935,-0.7242746638880718,-3.8650886225935435
01106,0.0,0.0,0.027225301597652428,0.0,0.0,9.21780241278122,0.0,0.0,197.27746984023474,29455.49396804695,22073.47027497011,18362.039452233454,3.9727746984023478,2.081675904792957,0.9727746984023475,235.27225301597653,1.0,0.0,0.027225301597652428,1.0,1.0,-0.5976624312328418,1.5993206823550876,1.0083246280240803,6.275488012040994
01107,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,100.0,10000.0,6833.333333333333,4500.0,3.0,5.0,0.0,245.0,1.0,0.0,1.0,1.0,1.0,-0.04187182194049887,-1.112508545094935,-0.7242746638880718,-3.865088622593543
01108,0.0,0.0,1.0,0.0,0.0,16.99103910209993,0.0,0.0029869659666908036,100.29869659666907,10089.608979000725,6880.129133478155,4516.428312816799,3.002986965966691,4.994026068066618,0.0029869659666908036,244.73117306299784,1.0,0.0,0.9970130340333092,1.0,1.0,-0.039881359752116104,-1.106134579377766,-0.7220710301757081,-3.8364564832843873
01109,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,100.0,10000.0,6833.333333333332,4500.0,3.0,5.0,0.0,245.0,1.0,0.0,1.0,1.0,1.0,-0.04187182194049887,-1.112508545094935,-0.7242746638880718,-3.865088622593543
01118,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,100.0,10000.0,6833.333333333332,4500.0,3.0,5.0,0.0,245.0,1.0,0.0,1.0,1.0,1.0,-0.04187182194049887,-1.112508545094935,-0.7242746638880718,-3.865088622593543
01119,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,100.0,10000.0,6833.333333333332,4500.0,3.0,5.0,0.0,245.0,1.0,0.0,1.0,1.0,1.0,-0.04187182194049887,-1.112508545094935,-0.7242746638880718,-3.8650886225935426
01128,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,100.0,10000.0,6833.333333333333,4500.0,3.0,5.0,0.0,245.0,1.0,0.0,1.0,1.0,1.0,-0.04187182194049887,-1.112508545094935,-0.7242746638880718,-3.8650886225935435
01129,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,100.0,10000.0,6833.333333333333,4500.0,3.0,5.0,0.0,245.0,1.0,0.0,1.0,1.0,1.0,-0.04187182194049887,-1.112508545094935,-0.7242746638880718,-3.865088622593543
01151,0.0,0.0,1.0,0.0,0.0,17.0,0.0,0.0,100.0,10000.0,6833.333333333333,4500.0,3.0,5.0,0.0,245.0,1.0,0.0,1.0,1.0,1.0,-0.04187182194049887,-1.112508545094935,-0.7242746638880718,-3.865088622593543
01201,0.013830586363837214,0.0,0.960585038221908,0.9605408510450267,0.0,13.719809111395874,0.0037117228580266005,0.0,151.91993283549115,45420.31284521232,21580.90649993372,6294.600768856878,3.0649993371923467,1.083248641244311,0.9642967610799346,204.81070213424064,0.9861694136361628,0.9605408510450267,0.960585038221908,0.9605408510450267,0.960585038221908,1.3007640828908795,-0.40761157681739946,1.2370521620775035,-2.656236086175468
01220,1.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,150.0,21780.0,16390.0,10000.0,3.0,2.0,1.0,365.0,1.0,1.0,1.0,1.0,0.0,1.862159134607252,-0.2593993796395331,-0.09380330340507134,-3.077159902002894
01222,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,43560.0,32670.0,21780.0,6.0,5.0,1.0,260.0,1.0,1.0,0.0,0.0,0.0,-1.639648372532789,0.7560028277843729,0.07564423738160421,1.78449835069453
01223,0.0,0.0,0.8627551020408163,0.0,0.0,2.010204081632653,0.8607142857142858,0.0,200.0,99103.0612244898,89659.13435374148,56259.47959183674,4.276530612244898,2.0040816326530613,0.9979591836734694,133.35204081632654,0.8607142857142858,0.8627551020408163,0.0,0.0,0.0,0.12534550920847187,4.485196822666928,-1.1842563515022198,11.115999333471075
01224,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,200.0,87120.0,35530.0,10000.0,5.0,4.0,0.0,320.0,1.0,0.0,0.0,0.0,0.0,-1.934389225760741,2.677830535607026,-0.1714330964704902,8.338563927521369
01225,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,200.0,60000.0,60000.0,60000.0,5.0,5.0,0.0,329.0,1.0,0.0,1.0,0.0,0.0,-1.658015092656439,4.690683141129449,-1.849395047139333,9.343988086282787
01226,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,150.0,130680.0,53295.0,7500.0,3.0,3.0,1.0,245.0,1.0,0.0,1.0,0.0,1.0,0.1435339927766301,1.9925715785353437,-0.1340398573361782,4.45131391826773
01229,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,300.0,174240.0,81230.0,20000.0,1.0,4.0,0.0,195.0,1.0,1.0,1.0,0.0,0.0,1.356379389449754,2.694643153602148,-1.081649314392133,4.180003443406826
01230,0.7770763464194121,0.0,0.8390215032550798,0.616097849674492,0.616097849674492,12.503846912606036,0.03728546064312488,0.0,65.40954823436576,74006.45492207535,36147.0226869205,16727.338725586902,5.124284868810416,4.0349181298086405,0.15900572104951666,105.0278161373052,0.9607417636614717,0.690274215821661,0.03728546064312488,0.616097849674492,0.616097849674492,1.738652139036193,1.4836754513399013,0.5816210076418376,6.70790304270652
01235,0.0,0.0,0.0,0.0,0.0,4.651102464332037,0.2697795071335927,0.0,182.55512321660183,94928.66407263295,45030.263726761776,10953.307392996108,4.730220492866407,3.7302204928664073,1.0,254.76653696498053,1.0,0.0,0.7302204928664072,0.0,0.0,-1.5681881361787886,2.888286320480229,-0.06645971976351826,7.072941972453751
01236,0.9404617253948967,0.0,1.0,0.7436208991494532,0.68408262454435,14.763061968408262,0.0,0.0,75.54678007290401,103474.84811664642,42408.8432563791,10195.115431348724,5.445929526123937,3.743620899149453,0.25637910085054677,62.8857837181045,1.0,0.7436208991494532,0.05953827460510328,0.68408262454435,0.68408262454435,2.411268906174594,1.2764057020591244,0.6721874253206651,6.054095901050556
01237,0.0,0.0,0.08010171646535283,0.0,0.0,4.87730451366815,0.3502860775588048,0.0,121.93261284170374,71861.53846153847,42475.244755244756,27933.0451366815,4.919898283534647,3.379529561347743,0.3502860775588048,311.191354100445,1.0,0.0,0.0,0.08010171646535283,0.0,-1.6720678053165878,2.728814948448179,-0.03917702774090127,9.040114597429678
01238,0.0,0.0,0.9508303484207099,0.9508303484207099,0.0,13.311624877889939,0.0,0.0,128.68772386844677,21158.436991208077,18781.3611201563,11650.133507000977,4.04916965157929,2.1966786063171604,1.0,217.70433083686095,1.0,0.9508303484207099,0.9508303484207099,0.9508303484207099,0.9508303484207099,1.2559879745735751,-0.2770811317069247,0.843772207770998,-0.9942013186562341
01240,0.0,0.0,0.9996764801035264,0.9996764801035264,0.0,11.122290520867033,0.0,0.0,196.8699450016176,126074.96603041087,53291.539954707216,14786.476868327401,4.0006470397929474,2.0,1.0,9.01326431575542,0.9996764801035264,0.9996764801035264,0.9996764801035264,0.9996764801035264,0.9996764801035264,1.9058179852990897,1.0575601388930016,0.10445830023811449,1.4525773156504886
01242,0.0,0.0,1.0,1.0,0.0,11.0,0.0,0.0,200.0,130680.0,54810.0,15000.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.9284275722423603,1.122511591117885,0.06887583129889124,1.583918273568613
01243,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,200.0,88000.0,88000.0,0.0,5.0,5.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,-2.564430125832509,4.296185187465644,-0.7422490502489644,10.54509823011914
