county_name,"house totalvotes, 2020","house dem votecount, 2020","house rep votecount, 2020",dem_pct_house_2020,rep_pct_house_2020,state,"house totalvotes, 2024","house dem votecount, 2024","house rep votecount, 2024"
anderson,19060.0,3915.0,14881.0,0.2054039874081847,0.7807450157397692,texas,18744.0,3397.0,15347.0
andrew,9639.0,2002.0,7420.0,0.20769789397240376,0.7697893972403776,missouri,9673.0,2034.0,7386.0
andrews,5794.0,798.0,4887.0,0.1377286848463928,0.8434587504314809,texas,5629.0,0.0,5003.0
androscoggin,59361.0,32417.0,26044.0,0.5460992907801419,0.4387392395680666,maine,0.0,0.0,0.0
angelina,34385.0,9126.0,25259.0,0.265406427221172,0.734593572778828,texas,33360.0,7441.0,25919.0
anne arundel,297154.0,165311.0,131225.0,0.5563142343700572,0.44160603592749886,maryland,298366.0,165581.0,126584.0
anoka,203697.0,,114570.0,,0.5624530552732735,minnesota,202351.0,91667.0,110166.0
anson,11067.0,5815.0,5252.0,0.5254359808439505,0.4745640191560495,north carolina,10660.0,5261.0,5399.0
antelope,3450.0,358.0,2990.0,0.10376811594202899,0.8666666666666667,nebraska,3327.0,318.0,3009.0
antrim,15790.0,5235.0,10292.0,0.33153894870170997,0.6518049398353388,michigan,16687.0,5997.0,10235.0
apache,34715.0,23605.0,11110.0,0.6799654328100245,0.3200345671899755,arizona,31807.0,22012.0,9792.0
appanoose,6038.0,1952.0,4078.0,0.32328585624378936,0.6753892017224247,iowa,6240.0,1795.0,4419.0
appling,8025.0,1690.0,6335.0,0.21059190031152647,0.7894080996884735,georgia,8012.0,1315.0,6697.0
appomattox,9115.0,2695.0,6389.0,0.29566648381788263,0.7009325287986835,virginia,9454.0,2206.0,7147.0
aransas,12039.0,2460.0,9358.0,0.2043359082980314,0.7773070853060885,texas,12760.0,2605.0,10155.0
arapahoe,343682.0,205376.0,128129.0,0.5975756658771771,0.3728126582131156,colorado,310919.0,184364.0,118261.0
archer,4704.0,404.0,4229.0,0.0858843537414966,0.8990221088435374,texas,4717.0,0.0,4717.0
archuleta,8922.0,3577.0,5038.0,0.40091907644026004,0.5646715982963461,colorado,9116.0,3928.0,4892.0
arenac,8585.0,3014.0,5204.0,0.3510774606872452,0.6061735585323238,michigan,8701.0,2410.0,5887.0
arkansas,5402.0,,5402.0,,1.0,arkansas,5439.0,1320.0,3983.0
arlington,129181.0,101981.0,26904.0,0.7894427199046299,0.2082659214590381,virginia,127645.0,96185.0,26659.0
armstrong,35563.0,8629.0,26934.0,0.24263982228720862,0.7573601777127914,pennsylvania,35954.0,8297.0,27657.0
armstrong,1110.0,69.0,1025.0,0.062162162162162166,0.9234234234234234,texas,1008.0,0.0,1008.0
aroostook,36210.0,17229.0,17931.0,0.47580778790389394,0.4951946975973488,maine,0.0,0.0,0.0
arthur,283.0,14.0,261.0,0.04946996466431095,0.9222614840989399,nebraska,283.0,17.0,266.0
ascension,59453.0,15078.0,42192.0,0.25361209695053233,0.7096698232217046,louisiana,60014.0,17492.0,25735.0
ashe,15701.0,4086.0,11270.0,0.2602382013884466,0.7177886758805172,north carolina,16082.0,4524.0,11558.0
ashland,25879.0,5195.0,19699.0,0.20074191429344257,0.7611963367981761,ohio,25408.0,6360.0,19048.0
ashland,8545.0,4795.0,3746.0,0.5611468695143359,0.43838502047981276,wisconsin,8672.0,4499.0,4161.0
ashley,7864.0,2092.0,5603.0,0.26602238046795523,0.7124872838250255,arkansas,6781.0,1613.0,5168.0
ashtabula,43043.0,15088.0,27955.0,0.3505331877424901,0.6494668122575099,ohio,41069.0,13055.0,28014.0
asotin,11768.0,3550.0,8195.0,0.30166553365057786,0.6963800135961931,washington,11097.0,3620.0,7458.0
assumption,10159.0,3027.0,6784.0,0.29796239787380646,0.6677822620336648,louisiana,9589.0,3336.0,2690.0
atascosa,17926.0,7587.0,10082.0,0.4232399866116256,0.5624232957715051,texas,17813.0,6115.0,11698.0
atchison,7336.0,2367.0,4701.0,0.32265539803707743,0.6408124318429662,kansas,7098.0,2158.0,4600.0
atchison,2773.0,444.0,2257.0,0.16011539848539488,0.8139199423007573,missouri,2651.0,406.0,2169.0
athens,25305.0,13973.0,11327.0,0.5521833629717448,0.44761904761904764,ohio,23688.0,13355.0,10333.0
atkinson,2905.0,704.0,2201.0,0.2423407917383821,0.7576592082616179,georgia,2883.0,606.0,2277.0
atlantic,137070.0,69566.0,65354.0,0.5075217042387101,0.4767928795505946,new jersey,119834.0,54177.0,64820.0
atoka,5329.0,777.0,4458.0,0.14580596734847062,0.8365547006943141,oklahoma,5610.0,721.0,4725.0
attala,8695.0,3764.0,4931.0,0.43289246693502015,0.5671075330649799,mississippi,7701.0,3131.0,4570.0
audrain,10436.0,2437.0,7692.0,0.23351858949789192,0.7370640091989268,missouri,10164.0,2341.0,7519.0
audubon,3117.0,1134.0,1979.0,0.3638113570741097,0.6349053577157523,iowa,2945.0,901.0,2038.0
auglaize,25485.0,4192.0,20835.0,0.16448891504806748,0.8175397292525015,ohio,25103.0,4527.0,20576.0
augusta,41929.0,9521.0,32375.0,0.2270743399556393,0.7721386152782084,virginia,44195.0,10211.0,33267.0
aurora,1368.0,,1224.0,,0.8947368421052632,south dakota,1368.0,222.0,1146.0
austin,14482.0,2608.0,11629.0,0.18008562353266122,0.8029968236431432,texas,15020.0,2365.0,12377.0
autauga,27848.0,7357.0,20081.0,0.2641841424877909,0.7210930767020971,alabama,27852.0,7432.0,20386.0
avery,9206.0,1956.0,7010.0,0.2124701281772757,0.7614599174451445,north carolina,9171.0,2085.0,7086.0
avoyelles,15556.0,4263.0,11293.0,0.2740421702237079,0.7259578297762921,louisiana,14681.0,3722.0,9722.0
baca,2165.0,276.0,1823.0,0.12748267898383372,0.8420323325635104,colorado,1932.0,337.0,1523.0
bacon,4464.0,554.0,3910.0,0.12410394265232975,0.8758960573476703,georgia,4662.0,505.0,4157.0
bailey,1826.0,333.0,1450.0,0.1823658269441402,0.7940854326396495,texas,1619.0,0.0,1416.0
baker,14134.0,2476.0,11329.0,0.17518041601811235,0.8015423800764115,florida,14694.0,2014.0,12680.0
baker,1516.0,780.0,736.0,0.5145118733509235,0.48548812664907653,georgia,1452.0,730.0,722.0
baker,10048.0,1769.0,7687.0,0.1760549363057325,0.7650278662420382,oregon,9403.0,1898.0,7137.0
baldwin,110014.0,24326.0,83964.0,0.22111731234206555,0.763211954842111,alabama,120892.0,24011.0,96762.0
baldwin,17734.0,8633.0,9101.0,0.4868050073305515,0.5131949926694486,georgia,17872.0,8062.0,9810.0
ballard,4180.0,811.0,3369.0,0.19401913875598087,0.8059808612440191,kentucky,4034.0,710.0,3324.0
baltimore,403690.0,251056.0,151647.0,0.6219029453293369,0.3756521092917833,maryland,399410.0,243817.0,145675.0
baltimore city,231860.0,198318.0,32694.0,0.8553351160182869,0.14100750452859484,maryland,,,
bamberg,6480.0,4159.0,2274.0,0.6418209876543209,0.3509259259259259,south carolina,5531.0,3179.0,2179.0
bandera,12523.0,2338.0,9861.0,0.18669647847959753,0.7874311267268227,texas,13454.0,2401.0,10760.0
banks,8579.0,898.0,7681.0,0.10467420445273341,0.8953257955472665,georgia,10322.0,1030.0,9292.0
banner,403.0,45.0,342.0,0.11166253101736973,0.8486352357320099,nebraska,380.0,34.0,346.0
bannock,38969.0,13193.0,24116.0,0.3385511560471144,0.6188508814698863,idaho,39323.0,12614.0,23362.0
baraga,3983.0,1332.0,2595.0,0.3344212904845594,0.6515189555611348,michigan,4251.0,1403.0,2706.0
barber,2306.0,286.0,2020.0,0.12402428447528187,0.8759757155247181,kansas,2098.0,256.0,1842.0
barbour,10560.0,4691.0,5643.0,0.44422348484848484,0.534375,alabama,9727.0,4119.0,5601.0
barbour,6486.0,1569.0,4917.0,0.24190564292321926,0.7580943570767807,west virginia,6047.0,1247.0,4800.0
barnes,5471.0,,3737.0,,0.6830561140559313,north dakota,5227.0,1614.0,3600.0
barnstable,151512.0,93493.0,49753.0,0.6170666349860077,0.32837663023390884,massachusetts,145449.0,88440.0,56911.0
barnwell,10311.0,4807.0,5386.0,0.4662011444088837,0.5223547667539521,south carolina,9521.0,3865.0,5646.0
barren,19804.0,4074.0,15268.0,0.20571601696626943,0.7709553625530196,kentucky,19501.0,4116.0,15385.0
barron,25060.0,9119.0,15936.0,0.3638866719872306,0.6359138068635275,wisconsin,26309.0,8602.0,17694.0
barrow,36901.0,9936.0,26965.0,0.2692609956369746,0.7307390043630254,georgia,43147.0,12032.0,31115.0
barry,35141.0,12058.0,23083.0,0.3431319541276572,0.6568680458723428,michigan,37460.0,11214.0,24850.0
barry,15315.0,2701.0,12016.0,0.1763630427685276,0.7845902709761672,missouri,15722.0,2618.0,12669.0
bartholomew,35865.0,11977.0,22705.0,0.333946744737209,0.6330684511362052,indiana,33762.0,11763.0,20769.0
barton,10900.0,2432.0,8468.0,0.22311926605504587,0.7768807339449542,kansas,10151.0,1806.0,8345.0
barton,5940.0,758.0,5053.0,0.12760942760942762,0.8506734006734007,missouri,5798.0,748.0,4919.0
bartow,49544.0,11520.0,38024.0,0.23252058776037463,0.7674794122396253,georgia,55711.0,11740.0,43971.0
bastrop,36217.0,14610.0,20627.0,0.4034017174255184,0.5695391666896761,texas,38465.0,15095.0,22812.0
bates,8290.0,1556.0,6539.0,0.1876960193003619,0.7887816646562124,missouri,8144.0,1402.0,6586.0
bath,5619.0,1667.0,3873.0,0.2966720056949635,0.6892685531233316,kentucky,4526.0,334.0,4192.0
bath,2419.0,530.0,1886.0,0.2190988011575031,0.7796610169491526,virginia,2546.0,541.0,1962.0
baxter,18684.0,,18684.0,,1.0,arkansas,20452.0,3774.0,15836.0
bay,93504.0,,76997.0,,0.8234620978781656,florida,96571.0,22686.0,73885.0
bay,58895.0,27108.0,29551.0,0.46027676373206555,0.5017573648017658,michigan,60080.0,28075.0,29518.0
bayfield,10696.0,6107.0,4589.0,0.5709611069558713,0.4290388930441286,wisconsin,11051.0,6048.0,4984.0
baylor,1687.0,167.0,1480.0,0.0989922940130409,0.8772969768820391,texas,1431.0,0.0,1431.0
beadle,6793.0,,5857.0,,0.8622110996614162,south dakota,6970.0,1465.0,5505.0
bear lake,3283.0,309.0,2870.0,0.09412123058178495,0.8742004264392325,idaho,3194.0,261.0,2743.0
beaufort,25843.0,9092.0,16751.0,0.35181673954262277,0.6481832604573773,north carolina,23764.0,0.0,18726.0
beaufort,97695.0,45179.0,52392.0,0.46244946005425047,0.5362812835866728,south carolina,101709.0,40874.0,60676.0
beauregard,15247.0,2182.0,13065.0,0.1431101200236112,0.8568898799763888,louisiana,14965.0,0.0,13197.0
beaver,2163.0,175.0,1988.0,0.08090614886731391,0.919093851132686,oklahoma,0.0,0.0,0.0
beaver,93984.0,39498.0,54486.0,0.4202630234933606,0.5797369765066395,pennsylvania,94293.0,40415.0,53878.0
beaver,2837.0,334.0,2433.0,0.11772999647514981,0.8575960521677829,utah,3153.0,334.0,2629.0
beaverhead,5628.0,1817.0,3811.0,0.3228500355366027,0.6771499644633973,montana,5808.0,1642.0,3987.0
becker,19190.0,,10342.0,,0.5389265242313706,minnesota,19279.0,6149.0,13118.0
beckham,7915.0,1031.0,6884.0,0.1302590018951358,0.8697409981048642,oklahoma,0.0,0.0,0.0
bedford,27336.0,4234.0,23102.0,0.15488732806555458,0.8451126719344454,pennsylvania,27410.0,4029.0,23381.0
bedford,17765.0,4507.0,13258.0,0.25370109766394594,0.746298902336054,tennessee,18345.0,3473.0,14348.0
bedford,48193.0,12160.0,35944.0,0.25231880148569297,0.7458344572863279,virginia,50290.0,11770.0,38377.0
bee,8979.0,3258.0,5462.0,0.3628466421650518,0.6083082748635705,texas,8490.0,2600.0,5890.0
belknap,37609.0,16228.0,20487.0,0.4314924619107129,0.5447366321891036,new hampshire,39970.0,18713.0,21229.0
bell,9866.0,1438.0,8428.0,0.1457530914250963,0.8542469085749037,kentucky,7756.0,0.0,7756.0
bell,126198.0,53040.0,70424.0,0.4202919222174678,0.5580437090920617,texas,108247.0,23548.0,84699.0
belmont,31743.0,8552.0,23191.0,0.26941372901112054,0.7305862709888794,ohio,29105.0,8388.0,20717.0
beltrami,23673.0,,11350.0,,0.4794491614919951,minnesota,24341.0,11356.0,12970.0
ben hill,6393.0,2225.0,4168.0,0.3480369153761927,0.6519630846238073,georgia,6323.0,1895.0,4428.0
benewah,4790.0,945.0,3680.0,0.19728601252609604,0.7682672233820459,idaho,4885.0,833.0,3857.0
bennett,1095.0,,807.0,,0.736986301369863,south dakota,1064.0,334.0,730.0
bennington,20640.0,11987.0,5851.0,0.580765503875969,0.2834786821705426,vermont,19364.0,11499.0,5996.0
benson,1934.0,,1138.0,,0.5884177869700103,north dakota,1925.0,777.0,1140.0
bent,2225.0,639.0,1500.0,0.28719101123595503,0.6741573033707865,colorado,2104.0,679.0,1310.0
benton,119551.0,37491.0,76899.0,0.3135983806074395,0.6432317588309592,arkansas,126409.0,37908.0,82731.0
benton,,,,,,indiana,3929.0,820.0,2940.0
benton,14489.0,5307.0,9165.0,0.3662778659672855,0.632548830147008,iowa,14173.0,4238.0,9714.0
benton,21548.0,,15032.0,,0.697605346203824,minnesota,22036.0,6794.0,15222.0
benton,4021.0,1454.0,2567.0,0.3616015916438697,0.6383984083561303,mississippi,3788.0,1294.0,2494.0
benton,10327.0,2073.0,7981.0,0.20073593492785902,0.7728285077951003,missouri,10515.0,1954.0,8265.0
benton,53235.0,34620.0,16208.0,0.6503240349394196,0.30446135061519675,oregon,49092.0,31099.0,15537.0
benton,6839.0,1269.0,5389.0,0.18555344348588976,0.7879806989325925,tennessee,6970.0,1318.0,5483.0
benton,101409.0,32469.0,68743.0,0.32017868236547053,0.6778786892682109,washington,96261.0,0.0,51153.0
benzie,12087.0,4903.0,7022.0,0.40564242574667,0.5809547447671052,michigan,12709.0,5573.0,6810.0
bergen,480847.0,284369.0,189689.0,0.5913918564533002,0.3944893074096334,new jersey,426711.0,234322.0,182395.0
berkeley,104244.0,48262.0,55706.0,0.46297148996584936,0.5343808756379264,south carolina,109804.0,44764.0,64833.0
berkeley,50470.0,16698.0,33772.0,0.33085000990687535,0.6691499900931246,west virginia,53956.0,15783.0,38173.0
berks,202415.0,93639.0,108776.0,0.46260899636884617,0.5373910036311538,pennsylvania,202181.0,92355.0,109826.0
berkshire,71771.0,56688.0,,0.7898454807652115,,massachusetts,64543.0,43054.0,0.0
bernalillo,311007.0,183473.0,127536.0,0.589932059407023,0.41007437131640123,new mexico,300694.0,183413.0,117281.0
berrien,7496.0,1147.0,6349.0,0.15301494130202775,0.8469850586979722,georgia,7831.0,969.0,6862.0
berrien,81094.0,32279.0,45366.0,0.3980442449503046,0.5594248649715146,michigan,82449.0,34985.0,46218.0
bertie,9654.0,5871.0,3783.0,0.608141702921069,0.391858297078931,north carolina,9081.0,5315.0,3562.0
bexar,749901.0,426750.0,301884.0,0.5690751179155649,0.40256513859829496,texas,646995.0,402443.0,241557.0
bibb,9624.0,,7744.0,,0.8046550290939318,alabama,9150.0,1654.0,7486.0
bibb,69335.0,43003.0,26332.0,0.6202206677724094,0.3797793322275907,georgia,68088.0,40912.0,27176.0
bienville,6575.0,2624.0,3951.0,0.3990874524714829,0.6009125475285171,louisiana,5386.0,0.0,4225.0
big horn,4784.0,2681.0,2103.0,0.5604096989966555,0.4395903010033445,montana,4420.0,2305.0,2115.0
big horn,5784.0,724.0,4587.0,0.1251728907330567,0.7930497925311203,wyoming,5630.0,647.0,4644.0
big stone,2918.0,,1456.0,,0.498971898560658,minnesota,2782.0,905.0,1876.0
billings,634.0,,554.0,,0.8738170347003155,north dakota,643.0,90.0,550.0
bingham,19571.0,3324.0,15487.0,0.1698431352511369,0.7913238976035971,idaho,20007.0,3110.0,14966.0
black hawk,65468.0,36060.0,29333.0,0.5508034459583308,0.44805095619233826,iowa,60811.0,29296.0,30843.0
blackford,5206.0,1419.0,3520.0,0.27257011140991166,0.676142912024587,indiana,4848.0,1111.0,3417.0
bladen,16747.0,7163.0,9572.0,0.42771839732489403,0.5715650564280169,north carolina,16365.0,6426.0,9939.0
blaine,13159.0,7703.0,5026.0,0.585378828178433,0.38194391671099626,idaho,12631.0,7370.0,4851.0
blaine,3098.0,1707.0,1391.0,0.5510006455777922,0.4489993544222079,montana,2905.0,1414.0,1491.0
blaine,305.0,23.0,265.0,0.07540983606557378,0.8688524590163934,nebraska,284.0,29.0,255.0
blaine,3878.0,625.0,3253.0,0.16116554925219184,0.8388344507478082,oklahoma,0.0,0.0,0.0
blair,63187.0,16243.0,46944.0,0.25706237042429614,0.7429376295757039,pennsylvania,64358.0,16731.0,47627.0
blanco,7371.0,1829.0,5367.0,0.2481345814679148,0.7281237281237282,texas,8398.0,1889.0,6360.0
bland,2991.0,,2936.0,,0.9816115011701771,virginia,3474.0,511.0,2961.0
bleckley,5588.0,1241.0,4347.0,0.22208303507516106,0.777916964924839,georgia,5855.0,1098.0,4757.0
bledsoe,5445.0,1126.0,4319.0,0.20679522497704317,0.7932047750229568,tennessee,5976.0,820.0,4987.0
blount,27653.0,189.0,24807.0,0.006834701479043865,0.8970816909557733,alabama,25675.0,0.0,25499.0
blount,65326.0,15681.0,48659.0,0.24004224964026574,0.7448642194532039,tennessee,68268.0,16151.0,52117.0
blue earth,35340.0,,14653.0,,0.41462931522354274,minnesota,35229.0,16604.0,18568.0
boise,4747.0,1125.0,3444.0,0.23699178428481146,0.7255108489572362,idaho,4723.0,972.0,3524.0
bolivar,13499.0,9132.0,4367.0,0.6764945551522334,0.3235054448477665,mississippi,10435.0,6683.0,3752.0
bollinger,5884.0,791.0,5020.0,0.13443235893949695,0.8531611148878314,missouri,6058.0,689.0,5267.0
bon homme,2908.0,,2519.0,,0.8662310866574966,south dakota,2937.0,564.0,2373.0
bond,8232.0,2406.0,5536.0,0.2922740524781341,0.6724975704567542,illinois,6587.0,0.0,6587.0
bonner,26721.0,7601.0,18213.0,0.2844579169941245,0.6815987425620299,idaho,28812.0,7340.0,20570.0
bonneville,51780.0,10731.0,38637.0,0.20724217844727694,0.7461761297798378,idaho,53905.0,11017.0,38244.0
boone,16941.0,2644.0,13824.0,0.15607107018475888,0.8160085000885426,arkansas,16598.0,2524.0,13449.0
boone,25175.0,8745.0,15813.0,0.3473684210526316,0.6281231380337636,illinois,20617.0,4285.0,16332.0
boone,38024.0,13849.0,23511.0,0.3642173364191037,0.6183200084157374,indiana,38943.0,13912.0,23452.0
boone,14667.0,6453.0,8180.0,0.43996727347105746,0.5577145973955138,iowa,14668.0,5636.0,9004.0
boone,66308.0,19981.0,46327.0,0.3013361886951801,0.6986638113048199,kentucky,52025.0,0.0,51749.0
boone,88844.0,45540.0,40809.0,0.5125838548466976,0.4593332132727027,missouri,85774.0,45183.0,37916.0
boone,3074.0,354.0,2622.0,0.11515940143135979,0.8529603122966819,nebraska,2936.0,390.0,2546.0
boone,8360.0,2462.0,5898.0,0.29449760765550237,0.7055023923444976,west virginia,7700.0,1958.0,5180.0
borden,411.0,18.0,390.0,0.043795620437956206,0.948905109489051,texas,377.0,0.0,370.0
bosque,9018.0,1477.0,7411.0,0.16378354402306497,0.8218008427589266,texas,9350.0,1375.0,7975.0
bossier,52060.0,12867.0,39193.0,0.24715712639262388,0.7528428736073761,louisiana,47994.0,0.0,40291.0
botetourt,20515.0,4812.0,15682.0,0.23456007799171338,0.7644162807701682,virginia,21573.0,5163.0,16039.0
bottineau,3422.0,,2646.0,,0.7732320280537697,north dakota,3402.0,750.0,2637.0
boulder,200903.0,150049.0,45689.0,0.7468728689964809,0.22741820679631464,colorado,190357.0,145762.0,39641.0
boundary,6198.0,1175.0,4855.0,0.18957728299451435,0.7833171990964828,idaho,6871.0,1064.0,5588.0
bourbon,6615.0,1488.0,4836.0,0.22494331065759637,0.7310657596371882,kansas,6402.0,1468.0,4737.0
bourbon,9653.0,3013.0,6463.0,0.3121309437480576,0.6695327877343831,kentucky,9458.0,2581.0,6877.0
bowie,37737.0,10202.0,26357.0,0.2703447544849882,0.698439197604473,texas,28293.0,684.0,27609.0
bowman,1645.0,,1413.0,,0.8589665653495441,north dakota,1606.0,233.0,1368.0
box butte,5105.0,894.0,3964.0,0.1751224289911851,0.7764936336924584,nebraska,4820.0,932.0,3888.0
box elder,25447.0,4653.0,20794.0,0.18285063072267851,0.8171493692773215,utah,28463.0,4130.0,22902.0
boyd,21333.0,7286.0,14047.0,0.3415365865091642,0.6584634134908358,kentucky,15902.0,0.0,15902.0
boyd,1095.0,89.0,966.0,0.08127853881278539,0.8821917808219178,nebraska,1037.0,106.0,931.0
boyle,14223.0,4805.0,9044.0,0.33783308725304084,0.6358714757786683,kentucky,14202.0,4745.0,9457.0
bracken,4197.0,843.0,3354.0,0.2008577555396712,0.7991422444603288,kentucky,3526.0,0.0,3523.0
bradford,13699.0,3302.0,9965.0,0.2410394919337178,0.7274253595152931,florida,13487.0,2805.0,10682.0
bradford,29499.0,7279.0,22220.0,0.24675412725855114,0.7532458727414488,pennsylvania,30659.0,7441.0,23218.0
