hud_id,project,proj_cty,proj_st,proj_zip,fips2020,yr_pis,n_units,li_units
MSA20220014,SOUTHWEST VILLAGE APARTMENTS,JACKSON,MS,39209-0000,28049002400,2022,128.0,128.0
MSA20220015,SUNSET VILLAGE,CLEVELAND,MS,38732-0000,28011950500,2022,136.0,136.0
MTA20201001,COPPER RIDGE 4,BUTTE,MT,59701-0000,30093000800,2020,32.0,32.0
MTA20201007,ROCKCRESS COMMONS 4,GREAT FALLS,MT,59405-0000,30013002100,2020,92.0,0.0
MTA20210004,CASTLEBAR,BOZEMAN,MT,59718-0000,30031000506,2021,72.0,72.0
MTA20210007,EMPORDA,CORVALLIS,MT,59828-0000,30081000402,2021,36.0,36.0
MTA20210008,FIRE TOWER APARTMENTS,HELENA,MT,59602-0000,30049000702,2021,44.0,0.0
MTA20210016,RED ALDER RESIDENCES 4,HELENA,MT,59601-0000,30049000504,2021,48.0,48.0
MTA20220001,ARROWLEAF PARK,BOZEMAN,MT,59715-0000,30031000600,2022,136.0,136.0
MTA20220002,BOULEVARD APARTMENTS,BOZEMAN,MT,59715-0000,30031000800,2022,41.0,41.0
MTA20220007,PERENNIAL PARK,BOZEMAN,MT,59715-0000,30031001002,2022,97.0,95.0
MTA20220009,SPRUCE GROVE,JOLIET,MT,59041-0000,30009000100,2022,62.0,62.0
MTA20220011,TRINITY APARTMENTS,MISSOULA,MT,59808-0000,30063000203,2022,202.0,202.0
NCA20200013,BEACON RIDGE,RALEIGH,NC,27610,37183052101,2020,120.0,120.0
NCA20210013,EVOKE LIVING AT WESTERLY HILLS,CHARLOTTE,NC,28208,37119004000,2021,156.0,156.0
NCA20211018,CRESTFIELD APARTMENTS,WENDELL,NC,27591,37183054404,2021,40.0,40.0
NCA20220002,JJ HENDERSON,DURHAM,NC,27701,37063000700,2022,178.0,177.0
NCA20220003,THE HUB ON HARRIS APARTMENT HOMES,CHARLOTTE,NC,28227,37119001923,2022,215.0,216.0
NCA20220004,THE SUMMIT AT SAWYER,RALEIGH,NC,27610,37183050800,2022,0.0,154.0
NCA20220005,THE SUSSEX,RALEIGH,NC,27610,37183052811,2022,90.0,216.0
NCA20220006,TOULON PLACE,RALEIGH,NC,27610,37183050800,2022,0.0,200.0
NCA20220007,WIND CREST SENIOR LIVING,LUMBERTON,NC,28358,37155961200,2022,0.0,66.0
NCA20220049,ICEMORLEE APARTMENTS,MONROE,NC,28110,37179020406,2022,0.0,99.0
NCA20220059,MATTHEWS COURT,SANFORD,NC,27330,37105030200,2022,50.0,50.0
NCA20220068,SKYLINE VILLAGE APARTMENTS,WINSTON SALEM,NC,27107,37067000801,2022,169.0,168.0
NDA20202002,PATTERSON PLACE,BISMARCK,ND,58501-0000,38015010100,2020,117.0,117.0
NDA20210001,BRIGHTON PLACE APARTMENTS,WEST FARGO,ND,58078-0000,38017010206,2021,40.0,40.0
NDA20220001,IOOF RETIREMENT VILLAGE,DEVILS LAKE,ND,58301-0000,38071957600,2022,78.0,78.0
NDA20220003,SOURIS HEIGHTS,MINOT,ND,58703-0000,38101010301,2022,54.0,54.0
NHA20200002,CENTRAL SQUARE TERRACE,KEENE,NH,03431,33005971100,2020,90.0,90.0
NHA20200007,SANBORN CROSSING,LONDONDERRY,NH,03053,33015003703,2020,102.0,102.0
NHA20220001,WALLACE FARM PHASE II,LONDONDERRY,NH,03053,33015003701,2022,72.0,44.0
NHA20220002,BAGDAD WOOD,DURHAM,NH,03824,33017080202,2022,66.0,66.0
NJA20200003,A BETTER LIFE,NEWARK,NJ,07103,34013023000,2020,15.0,15.0
NJA20200004,BERKELEY TERRACE,IRVINGTON,NJ,07111,34013013200,2020,152.0,152.0
NJA20200005,BOSTON WAY VILLAGE,ASBURY PARK,NJ,07712,34025806600,2020,104.0,103.0
NJA20200006,BRANCH VILLAGE PHASE I,CAMDEN,NJ,08104,34007601700,2020,72.0,72.0
NJA20200008,CAMDEN TOWNHOUSES AKA BROADWAY TOWNHOUSES,CAMDEN,NJ,08103,34007610400,2020,175.0,175.0
NJA20200010,CEDAR MEADOWS,WOODBRIDGE,NJ,07095,34023003001,2020,100.0,100.0
NJA20200012,COMMONS SENIOR (NCC),NEWARK,NJ,07103,34013008200,2020,,
NJA20200014,DOUGLAS HOMES (NCC),NEWARK,NJ,07102,34013008100,2020,134.0,134.0
NJA20200016,EGG HARBOR II AKA ATRIUM APARTMENTS AT EGG HARBOR,EGG HARBOR TOWNSHIP,NJ,08234,34001011803,2020,84.0,84.0
NJA20200019,GARDEN SPIRES APARTMENTS,NEWARK,NJ,07107,34013000900,2020,555.0,
NJA20200021,GEORGIA KING VILLAGE,NEWARK,NJ,07107,34013001500,2020,422.0,
NJA20200022,GRACE WEST MANOR APARTMENTS,NEWARK,NJ,07108,34013022700,2020,429.0,99.0
NJA20200023,JACKSON FAMILY (PONDS AT JACKSON 21),JACKSON TOWNSHIP,NJ,08527,34029717200,2020,,
NJA20200025,KEANSBURG MIXED INCOME,KEANSBURG,NJ,07734,34025801700,2020,,
NJA20200026,MONTGOMERY GARDENS PH I,JERSEY CITY,NJ,07302,34017006700,2020,,
NJA20200027,NORTH BRUNSWICK CRESCENT,NORTH BRUNSWICK,NJ,08902,34023006104,2020,184.0,184.0
NJA20200030,ROSEVILLE SENIOR (NCC),NEWARK,NJ,07107,34013001600,2020,100.0,100.0
NJA20200031,SEASIDE SENIOR,SEASIDE HEIGHTS,NJ,08751,34029728004,2020,91.0,91.0
NJA20200033,SPRUCE SPIRES,NEWARK,NJ,07103,34013006200,2020,120.0,120.0
NJA20200034,STAFFORD SENIOR,MANAHAWKIN,NJ,08050,34029735104,2020,85.0,
NJA20200035,TELEPHONE HEIGHTS,NEWARK,NJ,07108,34013023200,2020,45.0,45.0
NJA20200036,THE BEACH AT SOUTH INLET,ATLANTIC CITY,NJ,08401,34001002500,2020,250.0,250.0
NJA20200037,THE RENAISSANCE AT ASBURY PARK,ASBURY PARK,NJ,07712,34025807200,2020,64.0,64.0
NJA20200038,THE WILLOWS AT CRANBURY,CRANBURY,NJ,08512,34023008700,2020,,20.0
NJA20200039,THE WILLOWS AT WHITING,MANCHESTER TWP.,NJ,08759,34029720105,2020,76.0,76.0
NJA20200040,VILLA VICTORIA APARTMENTS,NEWARK,NJ,07104,34013009000,2020,193.0,53.0
NJA20200041,VISIONS AT ABSECON FAMILY,ABSECON,NJ,08201,34001010200,2020,24.0,
NJA20200042,VISIONS AT ABSECON SENIOR,ABSECON,NJ,08201,34001010200,2020,36.0,
NJA20200043,VISTA VILLAGE,EAST ORANGE,NJ,07018,34013011200,2020,180.0,180.0
NJA20200044,WALKER HOUSE,NEWARK,NJ,07102,34013022900,2020,264.0,50.0
NJA20200045,WASHINGTON STREET APARTMENTS,NEWARK,NJ,07102,34013008100,2020,199.0,
NJA20200046,WEMROCK SENIOR LIVING,FREEHOLD,NJ,07728,34025810402,2020,75.0,75.0
NJA20200048,WINDING RIDGE,NEPTUNE TWP.,NJ,07753,34025807800,2020,98.0,97.0
NJA20201013,HOWELL FAMILY APARTMENTS,HOWELL TOWNSHIP,NJ,07731,34025811301,2020,72.0,72.0
NJA20201015,POST ROAD GARDENS,BAYONNE,NJ,07002,34017010601,2020,250.0,250.0
NJA20201022,WARETOWN FAMILY APARTMENTS,OCEAN TOWNSHIP,NJ,08758,34029733002,2020,64.0,64.0
NJA20210001,2720 FIRE ROAD APARTMENTS II,EGG HARBOR TOWNSHIP,NJ,08234,34001011702,2021,60.0,60.0
NJA20210011,JACOBS LANDING PHASE III,WOODBRIDGE TOWNSHIP,NJ,07095,34023003001,2021,60.0,60.0
NJA20210015,THE STATION AT GRANT AVENUE,PLAINFIELD,NJ,07060,34039039400,2021,89.0,89.0
NJA20220002,BERGENVIEW APARTMENTS,JERSEY CITY,NJ,07304,34017004102,2022,111.0,111.0
NJA20220003,CHERRY GARDENS APARTMENTS,ROSELLE,NJ,07203,34039034100,2022,252.0,252.0
NJA20220007,NORMAN TOWERS,EAST ORANGE,NJ,07017,34013010200,2022,405.0,399.0
NMA20200003,PASA TIEMPO,SANTA FE,NM,87505,35XXXXXXXXX,2020,121.0,121.0
NMA20210001,VALLE DE ATRISCO FAMILY APARTMENTS,ALBUQUERQUE,NM,87121,35XXXXXXXXX,2021,240.0,240.0
NVA20200006,SKY MOUNTAIN BY VINTAGE,RENO,NV,89523-0000,32031001203,2020,288.0,288.0
NVA20200007,STEAMBOAT BY VINTAGE,RENO,NV,89521-0000,32031002207,2020,360.0,360.0
NVA20210002,PINEWOOD TERRACE,RENO,NV,89502-0000,32031002212,2021,50.0,50.0
NVA20210004,SUMMIT CLUB APTS.,RENO,NV,89511-0000,32031001010,2021,581.0,155.0
NVA20220004,VINTAGE AT THE SANCTUARY,RENO,NV,89052-0000,32031000900,2022,208.0,207.0
NYB20200004,CENTURY SUNRISE DEVELOPMENT,JOHNSON CITY,NY,13790,36007014000,2020,134.0,93.0
NYB20200006,CLINTON AVENUE HISTORIC,ALBANY,NY,12207,36001000201,2020,210.0,187.0
NYB20200007,EASTMAN RESERVE,ROCHESTER,NY,14615,36055001900,2020,188.0,135.0
NYB20200010,GENEVA APARTMENTS,GENEVA,NY,14456,36069051900,2020,215.0,215.0
NYB20200016,JEFFERSON AVENUE APARTMENTS,BUFFALO,NY,14208,36029016801,2020,90.0,79.0
NYB20200018,LAWRENCE AVENUE APARTMENTS,POTSDAM,NY,13676,36089490900,2020,137.0,137.0
NYB20200019,LINWOOD PARK ASSOCIATES LLC,BROOKLYN,NY,11208,36047116800,2020,100.0,99.0
NYB20200020,LOFTS AT SIBLEY SQUARE,ROCHESTER,NY,14604,36055009401,2020,104.0,53.0
NYB20200021,MARINA VISTA APARTMENTS,BUFFALO,NY,14207,36029005900,2020,195.0,188.0
NYB20200022,MAYFIELD APARTMENTS,POTSDAM,NY,13676,36089490900,2020,156.0,128.0
NYB20200023,NHHA GRAND STREET APARTMENTS,WESTBURY,NY,11590,36059304202,2020,77.0,77.0
NYB20200025,OYSTER BAY,BETHPAGE,NY,11714,36059520001,2020,48.0,48.0
NYB20200029,SLEEPY HOLLOW APARTMENTS,MONTCELLIO,NY,12701,36105951600,2020,229.0,228.0
NYB20200030,STARTING LINE APARTMENTS,UTICA,NY,13501,36065020802,2020,60.0,60.0
NYB20200031,THE CRAFT BUILDING - 5245,NEW ROCHELLE,NY,10801,36119006200,2020,75.0,63.0
NYB20200032,THE FORGE ON BROADWAY,BUFFALO,NY,14201,36029002502,2020,158.0,141.0
NYB20200034,TROY & KRISTENSEN,YONKERS,NY,10701,36119000501,2020,86.0,86.0
NYB20200036,GREYSTON APARTMENTS,YONKERS,NY,10533,36119000300,2020,139.0,134.0
NYB20210001,3500 PARK APARTMENTS,BRONX,NY,10456,36005014500,2021,115.0,114.0
NYB20210002,ARTHUR AVENUE SENIOR APARTMENTS,BRONX,NY,10457,36005037300,2021,177.0,176.0
NYB20210004,APPLE BLOSSOM APARTMENTS,CHEEKTOWAGA,NY,14227,36029010808,2021,110.0,110.0
NYB20210007,DRUM HILL FLATS,PEEKSKILL,NY,10566,36119014500,2021,52.0,51.0
NYB20210008,EBONY GARDENS,MOUNT VERNON,NY,10550,36119002900,2021,144.0,144.0
NYB20210010,FOUNTAIN SEAVIEW B3 LP,BROOKLYN,NY,11239,36047107001,2021,144.0,143.0
NYB20210012,HOGAR GARDEN COURT,BRONX,NY,10452,36005019300,2021,50.0,50.0
NYB20210013,HAMILTON HILL II AKA HILLSIDE CROSSIN,SCHENECTADY,NY,12307,36093020900,2021,85.0,54.0
NYB20210014,ITHACA ARTHAUS,ITHACA,NY,14850,36109001000,2021,124.0,111.0
NYB20210015,LANDMARK PLACE,KINGSTON,NY,12402,36111951800,2021,67.0,66.0
NYB20210018,PENFIELD SQUARE,PENFIELD,NY,14538,36055011504,2021,114.0,114.0
NYB20210021,SKYVIEW SENIOR HOUSING,ROCHESTER,NY,14622,36055010601,2021,157.0,157.0
NYB20210022,ST. VINCENT DE PAUL,BRONX,NY,10459,36005008700,2021,89.0,88.0
NYB20210024,TROY AND KRISTENSEN,YONKERS,NY,10701,36119000501,2021,86.0,86.0
NYB20210025,UNION SQUARE APARTMENTS,ROCHESTER,NY,14604,36055009402,2021,72.0,72.0
NYB20210026,VINCENT`S VILLAGE,NANUET,NY,10954,36087011302,2021,93.0,92.0
NYB20210027,WELLINGTON WOODS,BROCKPORT,NY,14420,36055015200,2021,109.0,104.0
NYB20220001,972 WASHINGTON AVENUE,BRONX,NY,10456,36005018501,2022,107.0,106.0
NYB20220005,DAYSPRING COMMONS,YONKERS,NY,10701,36119001102,2022,63.0,62.0
NYB20220006,EAST LAKE COMMONS,OSWEGO,NY,13126,36075021605,2022,70.0,70.0
NYB20220014,IRONDEQUOIT SENIOR LIVING,ROCHESTER,NY,14609,36055010902,2022,80.0,80.0
NYB20220015,ISLAND HOLLOW II,CICERO,NY,13039,36067010400,2022,100.0,100.0
NYB20220019,NEVINS STREET,BROOKLYN,NY,11217,36047004100,2022,129.0,128.0
NYB20220021,"PARK LAKE HEMPSTEAD, LP",HEMPSTEAD,NY,11550,36059407000,2022,240.0,238.0
NYB20220022,PARKEDGE TOWNHOMES,UTICA,NY,13502,36065021601,2022,185.0,156.0
NYB20220024,"ROCKVILLE MILL RIVER, LP",ROCKVILLE CENTRE,NY,11570,36059412400,2022,175.0,173.0
NYB20220025,SCHOOL STREET,YONKERS,NY,10701,36119000300,2022,80.0,80.0
NYB20220029,VITAL BROOKDALE,BROOKLYN,NY,11212,36047089600,2022,160.0,159.0
NYC20200001,2030 CRESTON AVENUE LLC,BRONX,NY,10453,36005023501,2020,189.0,94.0
NYC20201007,985 BRUCKNER BOULEVARD,NEW YORK,NY,10004,36061000900,2020,214.0,214.0
NYC20201024,LEXINGTON GARDENS II,NEW YORK,NY,10029,36061017200,2020,239.0,239.0
NYC20201036,THE FREDERICK,NEW YORK,NY,10027,36061021500,2020,75.0,68.0
NYC20201037,THE GILBERT ON FIRST,NEW YORK,NY,10029,36061016200,2020,92.0,92.0
NYC20202003,1490 SOUTHERN BOULEVARD (DEL SUR),BRONX,NY,10460,36005015500,2020,115.0,114.0
NYC20202012,COMPASS RESIDENCES THREE,BRONX,NY,10460,36005015700,2020,273.0,273.0
NYC20202027,ROGERS AVENUE,BROOKLYN,NY,11210,36047078801,2020,123.0,122.0
NYC20202030,SECOND FARMS,BRONX,NY,10640,36005035900,2020,224.0,223.0
NYC20211001,1755 WATSON AVE LLC,BRONX,NY,10472,36005007000,2021,230.0,230.0
NYC20211003,50 PENN,BROOKLYN,NY,11207,36047119800,2021,218.0,217.0
NYC20211004,5203 CENTER BLVD APARTMENTS,LONG ISLAND CITY,NY,11101,36081001903,2021,160.0,160.0
NYC20211005,5241 CENTER BLVD (HUNTERS POINT SOUTH - SOUTH TOWER),LONG ISLAND CITY,NY,11101,36081002500,2021,80.0,80.0
NYC20211006,"ARCHER GREEN APARTMENTS, L.P",JAMAICA,NY,11433,36081044400,2021,214.0,213.0
NYC20211007,AUGUSTINA COMPLEX,FAR ROCKAWAY,NY,11691,36081103202,2021,142.0,141.0
NYC20211008,BEDFORD COURT III,BROOKLYN,NY,11225,36047032300,2021,251.0,250.0
NYC20211009,BETANCES SENIOR RESIDENCE (BETANCES V),BRONX,NY,10454,36005004100,2021,152.0,151.0
NYC20211012,BEDFORD GREEN HOUSE,BRONX,NY,10468,36005040701,2021,118.0,117.0
NYC20211018,CLARKE PLACE SENIOR RESIDENCE,BRONX,NY,10452,36005022102,2021,122.0,121.0
NYC20211019,CONEY ISLAND ASSOCIATES 1 AFFORDABLE LLC,BROOKLYN,NY,11224,36047032600,2021,356.0,256.0
NYC20211020,EBENEZER PLAZA PHASE 1A SOUTH,BROOKLYN,NY,11212,36047092000,2021,197.0,196.0
NYC20211021,EBENEZER PLAZA PHASE 1B NORTH,BROOKLYN,NY,11212,36047092000,2021,118.0,118.0
NYC20211024,JAMAICA CROSSING MID RISE,JAMAICA,NY,11435,36081020800,2021,104.0,104.0
NYC20211026,LA CENTRAL A + B,BRONX,NY,10455,36005007100,2021,373.0,373.0
NYC20211030,LINDEN TERRACE,BROOKLYN,NY,11208,36047122000,2021,140.0,140.0
NYC20211032,METCALF APARTMENTS,BRONX,NY,10472,36005006400,2021,149.0,149.0
NYC20211034,ONE EAST HARLEM,NEW YORK,NY,10035,36061024200,2021,101.0,101.0
NYC20211035,PARK HAVEN,BRONX,NY,10454,36005004100,2021,178.0,177.0
NYC20211037,SPRING CREEK 4B-2,BROOKLYN,NY,11239,36047107001,2021,174.0,174.0
NYC20211038,TRINITY NE BROOKLYN LP,BROOKLYN,NY,11212,36047091000,2021,180.0,179.0
NYC20211041,VICTORY PLAZA OWNER LLC,MANHATTAN,NY,10026,36061019000,2021,136.0,135.0
NYC20211042,VICTORY PLAZA,NEW YORK,NY,11205,36061019000,2021,136.0,135.0
NYC20211043,WSFSSH AT WEST 108,NEW YORK,NY,10025,36061019300,2021,199.0,198.0
NYE20201002,1345 ROGERS AVENUE,BROOKLYN,NY,11210,36047078801,2020,123.0,122.0
NYE20201003,1490 SOUTHERN BOULEVARD,BRONX,NY,10460,36005015500,2020,115.0,114.0
NYE20201005,2395 FDB DEVELOPMENT LLC,NEW YORK,NY,10027,36061021500,2020,75.0,68.0
NYE20201006,600 EAST 156 STREET LIHTC LLC,BRONX,NY,10455,36005007500,2020,88.0,87.0
NYE20201008,985 BRUCKNER BOULEVARD OWNERS LLC,BRONX,NY,10459,36005008900,2020,215.0,214.0
NYE20201009,BEC CONTINUUM OWNER LLC,NEW YORK,NY,10003,36061006100,2020,550.0,435.0
NYE20201011,COMPASS 3,BRONX,NY,10460,36005015700,2020,273.0,273.0
NYE20201012,CONCOURSE VILLAGE WEST LIHTC,BRONX,NY,10451,36005005902,2020,132.0,132.0
NYE20201014,CRESTON PARKVIEW APARTMENTS,BRONX,NY,10468,36005040100,2020,94.0,94.0
NYE20201022,JAMAICA CROSSING HIGH RISE,JAMAICA,NY,11435,36081020800,2020,90.0,90.0
NYE20201027,MOSHOLU GRAND,BRONX,NY,10458,36005041100,2020,77.0,76.0
NYE20201028,NORTHEASTERN TOWERS ANNEX,QUEENS,NY,11434,36081029400,2020,159.0,158.0
NYE20201029,PRC TIFFANY STREET LIHTC LLC,BRONX,NY,10459,36005015900,2020,100.0,100.0
NYE20201031,RIVERWALK PARK,NEW YORK,NY,10044,36061023804,2020,69.0,69.0
NYE20201032,SECOND FARMS AFFORDABLE,BRONX,NY,10460,36005035900,2020,224.0,223.0
NYE20201034,THE GILBERT,NEW YORK,NY,10029,36061016200,2020,92.0,92.0
NYE20201035,THE CAROLINA,NEW YORK,NY,10029,36061017200,2020,240.0,239.0
NYE20201039,"VAN SINDEREN PLAZA, LLC",BROOKLYN,NY,11207,36047113200,2020,130.0,129.0
NYE20201041,WEST 127TH STREET RESIDENCES,NEW YORK,NY,10027,36061021500,2020,117.0,116.0
OKA20200005,GARDEN WALK OF CHECOTAH,CHECOTAH,OK,74426-0000,40091779700,2020,48.0,47.0
OKA20200007,JOHN H JOHNSON CARE SUITES,OKLAHOMA CITY,OK,73114-0000,40109108314,2020,130.0,130.0
ORA20200005,SURF VIEW VILLAGE,NEWPORT,OR,97365,41041950800,2020,110.0,110.0
ORA20210001,85 STORIES GROUP 6 (9 SCATTERED SITES),PORTLAND,OR,97233,41051009703,2021,315.0,315.0
ORA20210004,"FIELDS APTS, THE",TIGARD,OR,97223,41067030700,2021,264.0,264.0
ORA20210005,ROSEWOOD STATION,HAPPY VALLEY,OR,97086,41005022201,2021,212.0,212.0
ORA20210006,SHA RAD GROUP I BRUSH COLLEGE VILLAGE AND MEADOWLARK VILLAGE,SALEM,OR,97304,41053005205,2021,55.0,54.0
ORA20220002,BARNES BUTTE VISTA,PRINEVILLE,OR,97754,41013950102,2022,44.0,44.0
ORA20220003,HAYU TILIXAM,PORTLAND,OR,97218,41051007500,2022,50.0,50.0
ORA20220004,MIDTOWN PLACE,REDMOND,OR,97756,41017000800,2022,47.0,47.0
ORA20220005,ROCKWOOD VILLAGE (FKA ROCKWOOD 10),GRESHAM,OR,97233,41051009604,2022,224.0,224.0
ORA20220006,THE BRIA APARTMENTS (FKA146TH EAST WEST),PORTLAND,OR,97230,41051009302,2022,116.0,116.0
ORA20220007,"VALFRE AT AVENIDA 26, THE",FOREST GROVE,OR,97116,41067033301,2022,36.0,36.0
PAA20201002,BENTLEYVILLE PRESERVATION,BENTLEYVILLE,PA,15314-1560,42125764000,2020,102.0,101.0
PAA20201013,WILLOWS AT EAST GREENVILLE,EAST GREENVILLE,PA,18041-0000,42091208100,2020,71.0,59.0
PAA20202013,MIDTOWN REVITALIZATION,ERIE,PA,16503,42049001400,2020,25.0,0.0
PAA20210004,LEHIGH PARK APARTMENTS,PHILADELPHIA,PA,19133-3147,42101016400,2021,74.0,74.0
PAA20220003,SASSAFRAS TERRACE,MOUNT JOY,PA,17552-1533,42071010902,2022,64.0,64.0
RIA20200002,PROSPECT HEIGHTS III,PAWTUCKET,RI,02860,44007017100,2020,96.0,96.0
RIA20211001,FESTIVAL FIELD,NEWPORT,RI,02840,44005040800,2021,204.0,204.0
SCA20200001,BELLE MEADE APARTMENTS,GREENVILLE,SC,29605-0000,45045002005,2020,100.0,100.0
SCA20200005,KILLIAN TERRACE,COLUMBIA,SC,29229-0000,45079010108,2020,288.0,0.0
SCA20210001,500 NORTHSIDE STATION,SPARTANBURG,SC,29303-0000,45083020400,2021,90.0,81.0
SCA20210003,CLINTON MANOR,CLINTON,SC,29325-0000,45059920700,2021,60.0,60.0
SCA20220003,FILBIN CREEK,N CHARLESTON,SC,29406-0000,45019003400,2022,64.0,64.0
SCA20220006,PALMETTO TERRACE,COLUMBIA,SC,29203-0000,45079000900,2022,112.0,112.0
SDA20200001,MEADOWLAND APARTMENTS,SIOUX FALLS,SD,57106,46099001108,2020,119.0,119.0
TNA20200005,SAVANNAH VILLAGE,SAVANNAH,TN,38372,47071920402,2020,48.0,48.0
TNA20200006,SOUTHSIDE FLATS,KNOXVILLE,TN,37920,47093000800,2020,172.0,172.0
TNA20200007,SPRING HILL VILLAGE,SPRING HILL,TN,37174,47119010204,2020,32.0,32.0
TNA20200009,TREVECCA TOWERS I/EAST,NASHVILLE,TN,37210,47037015900,2020,354.0,354.0
TNA20200010,WALNUT VILLAGE APARTMENTS,COOKEVILLE,TN,38501,47141000700,2020,80.0,80.0
TNA20200011,WESTBROOKS TOWERS,MURFREESBORO,TN,37130,47149041602,2020,230.0,230.0
TNA20201003,CLEAR SPRINGS,KNOXVILLE,TN,37912,47093003901,2020,109.0,109.0
TNA20201004,CLEVELAND COURT,CLEVELAND,TN,37311,47011010700,2020,78.0,78.0
TNA20201009,FRANK CALLAGHAN TOWERS,OAK RIDGE,TN,37830,47001020202,2020,110.0,110.0
TNA20201010,KHRA QCT,KINGSPORT,TN,37660,47163040200,2020,207.0,207.0
TNA20201011,KHRA RAD NON-QCT,KINGSPORT,TN,37660,47163040200,2020,174.0,174.0
TNA20201014,MEADOWOOD APARTMENTS,ALCOA,TN,37701,47009010100,2020,100.0,100.0
TNA20202002,EMERALD VILLAGES - GLENWOOD EAST,CHATTANOOGA,TN,37406,47065001200,2020,29.0,29.0
TNA20202003,EMERALD VILLAGES - GLENWOOD NORTH,CHATTANOOGA,TN,37405,47065000700,2020,14.0,14.0
TNA20202004,EMERALD VILLAGES - MISSIONARY HEIGHTS,CHATTANOOGA,TN,37406,47065001200,2020,44.0,44.0
TNA20202005,EMERALD VILLAGES - WOODSIDE,CHATTANOOGA,TN,37407,47065002500,2020,24.0,24.0
TNA20202007,PRESERVE AT HIGHLAND RIDGE,NASHVILLE,TN,37207,47037010903,2020,201.0,201.0
TNA20202008,PRESERVE AT HIGHLAND RIDGE - PHASE II,NASHVILLE,TN,37207,47037010903,2020,60.0,60.0
TNA20202009,BAILEYTON TERRACE,GREENEVILLE,TN,37745,47059091400,2020,40.0,40.0
TNA20202016,GREENEVILLE LANDING,GREENEVILLE,TN,37743,47XXXXXXXXX,2020,40.0,40.0
TNA20202025,JAMESTOWN VILLAGE,JAMESTOWN,TN,38556,47049965100,2020,40.0,40.0
TNA20202026,MOUNTAIN CITY MANOR,MOUNTAIN CITY,TN,37683,47091956300,2020,40.0,40.0
TNA20202027,NEWPORT VILLAGE,NEWPORT,TN,37821,47029920501,2020,40.0,40.0
TNA20202030,TAZEWELL VILLAGE,NEW TAZEWELL,TN,37821,47025970700,2020,44.0,44.0
TNA20210002,BURKLE & MAIN,MEMPHIS,TN,38103,47157000200,2021,126.0,126.0
TNA20210004,EVERGREEN VILLAS,POWELL,TN,37849,47093006103,2021,51.0,51.0
TNA20210005,HILLSIDE FLATS,NASHVILLE,TN,37203,47037016300,2021,290.0,290.0
TNA20210007,KINGSPORT WEST,KINGSPORT,TN,37660,47073050601,2021,104.0,104.0
TNA20210008,MOSS GROVE,KNOXVILLE,TN,37922,47093005706,2021,192.0,192.0
TNA20210011,THE FLATS AT POND GAP,KNOXVILLE,TN,37919,47093003700,2021,102.0,102.0
TNA20210014,YOUNG HIGH FLATS,KNOXVILLE,TN,37920,47093002300,2021,156.0,156.0
TNA20211001,BUFFALO TRAIL,NASHVILLE,TN,37207,47037010901,2021,240.0,240.0
TNA20211002,COVENANT VILLAGE,KNOXVILLE,TN,37918,47093004300,2021,70.0,70.0
TNA20211003,CROMWELL HILLS,CHATTANOOGA,TN,37421,47065011444,2021,200.0,200.0
TNA20211005,RANDEE ROGERS,NASHVILLE,TN,37206,47037019401,2021,100.0,100.0
TNA20220001,BURLINGTON COMMONS,KNOXVILLE,TN,37914,47093003200,2022,50.0,50.0
TNA20220002,CAMPBELL RIDGE APARTMENTS,CHATTANOOGA,TN,37406,47065012300,2022,142.0,142.0
TNA20220003,HOBSON,NASHVILLE,TN,37013,47037015630,2022,324.0,324.0
TNA20220005,NORTH LIGHTS,NASHVILLE,TN,37207,47037012701,2022,210.0,210.0
TXA20202721,ALSBURY FARMS,SAN ANTONIO,TX,78220,48029131000,2020,240.0,240.0
TXA20202727,BRIGHT STREET,TEXARKANA,TX,75501,48037010400,2020,20.0,20.0
TXA20202733,DEWETTER APARTMENTS,EL PASO,TX,79905,48141003100,2020,98.0,98.0
TXA20202735,EISENHOWER II,EL PASO,TX,79924,48141000205,2020,66.0,66.0
TXA20202736,ELYSIUM GRAND,AUSTIN,TX,78727,48453042000,2020,90.0,69.0
TXA20202739,FORESTWOOD,BALCH SPRINGS,TX,75181,48113017314,2020,220.0,220.0
TXA20202742,HAMPTON HOMES,TEXARKANA,TX,75501,48037010400,2020,50.0,50.0
TXA20202743,HATT SCATTERED SITES,TEXARKANA,TX,75501,48037010800,2020,42.0,42.0
TXA20202747,HILLS AT LEANDER,LEANDER,TX,78641,48491020341,2020,228.0,171.0
TXA20202750,KYLE DACY,KYLE,TX,78640,48209010919,2020,324.0,324.0
TXA20202758,MISSION TRAILS AT CAMINO REAL,SAN MARCOS,TX,78666,48209010100,2020,352.0,283.0
TXA20202763,NORTHGATE VILLAGE,DALLAS,TX,75243,48113019019,2020,168.0,168.0
TXA20202764,OAKS ON NORTH PLAZA,AUSTIN,TX,78753,48453040300,2020,62.0,62.0
TXA20202765,OSO BAY,CORPUS CHRISTI,TX,78412,48355002708,2020,104.0,104.0
TXA20202767,PATHWAYS AT CHALMERS COURTS SOUTH,AUSTIN,TX,78702,48453000902,2020,86.0,86.0
TXA20202768,PATRIOT POINTE,FORT WORTH,TX,76119,48439104602,2020,220.0,209.0
TXA20202771,PYTHIAN MANOR,DALLAS,TX,75219,48113008801,2020,76.0,76.0
TXA20202775,ROBISON TERRACE,TEXARKANA,TX,75501,48037010800,2020,130.0,130.0
